IP	Protocol	Port	Service
179.189.95.139	tcp	1133	
179.189.95.139	tcp	22	ssh
179.189.95.139	tcp	37777	
179.189.95.139	tcp	443	https
179.189.95.139	tcp	554	rtsp
179.189.95.139	tcp	80	http
179.189.95.139	tcp	8090	
179.189.95.14	tcp	2000	cisco-sccp
179.189.95.14	tcp	2210	
179.189.95.14	tcp	2211	
179.189.95.14	tcp	8081	tproxy
179.189.95.14	tcp	8291	
179.189.95.140	tcp	80	http
179.189.95.140	tcp	8000	
179.189.95.140	tcp	8090	
179.189.95.140	tcp	8554	
179.189.95.141	tcp	30960	
179.189.95.141	tcp	32916	
179.189.95.141	tcp	49152	
179.189.95.141	tcp	49486	
179.189.95.141	tcp	52634	
179.189.95.141	tcp	53000	
179.189.95.141	tcp	554	rtsp
179.189.95.141	tcp	80	http
179.189.95.141	tcp	8000	
179.189.95.141	tcp	8090	
179.189.95.141	tcp	880	
179.189.95.142	tcp	10001	
179.189.95.142	tcp	1048	
179.189.95.142	tcp	37777	
179.189.95.142	tcp	443	https
179.189.95.142	tcp	554	rtsp
179.189.95.142	tcp	7007	afs3-bos
179.189.95.142	tcp	8007	
179.189.95.144	tcp	23	telnet
179.189.95.144	tcp	37777	
179.189.95.144	tcp	443	https
179.189.95.144	tcp	554	rtsp
179.189.95.144	tcp	80	http
179.189.95.144	tcp	8001	
179.189.95.145	tcp	10001	
179.189.95.145	tcp	22	ssh
179.189.95.145	tcp	443	https
179.189.95.146	tcp	10001	
179.189.95.146	tcp	22	ssh
179.189.95.146	tcp	443	https
179.189.95.146	tcp	80	http
179.189.95.147	tcp	30960	
179.189.95.147	tcp	53000	
179.189.95.147	tcp	80	http
179.189.95.147	tcp	8000	
179.189.95.147	tcp	8001	
179.189.95.147	tcp	8002	
179.189.95.147	tcp	9010	
179.189.95.147	tcp	9020	
179.189.95.148	tcp	21209	
179.189.95.148	tcp	37777	
179.189.95.148	tcp	443	https
179.189.95.148	tcp	49152	
179.189.95.148	tcp	5000	
179.189.95.148	tcp	554	rtsp
179.189.95.148	tcp	8090	
179.189.95.148	tcp	8686	
179.189.95.149	tcp	443	https
179.189.95.149	tcp	80	http
179.189.95.149	tcp	9080	
179.189.95.151	tcp	37777	
179.189.95.151	tcp	7000	afs3-fileserver
179.189.95.151	tcp	80	http
179.189.95.152	tcp	80	http
179.189.95.155	tcp	23	telnet
179.189.95.155	tcp	34599	
179.189.95.155	tcp	443	https
179.189.95.155	tcp	554	rtsp
179.189.95.155	tcp	7000	afs3-fileserver
179.189.95.155	tcp	80	http
179.189.95.156	tcp	10001	
179.189.95.156	tcp	22	ssh
179.189.95.156	tcp	443	https
179.189.95.156	tcp	5000	
179.189.95.156	tcp	5050	mmcc
179.189.95.156	tcp	5555	
179.189.95.156	tcp	80	http
179.189.95.157	tcp	30960	
179.189.95.157	tcp	53000	
179.189.95.157	tcp	554	rtsp
179.189.95.157	tcp	80	http
179.189.95.157	tcp	8000	
179.189.95.157	tcp	8090	
179.189.95.157	tcp	880	
179.189.95.158	tcp	28538	
179.189.95.159	tcp	49152	
179.189.95.159	tcp	53000	
179.189.95.159	tcp	554	rtsp
179.189.95.159	tcp	7070	
179.189.95.159	tcp	80	http
179.189.95.159	tcp	8000	
179.189.95.159	tcp	8291	
179.189.95.159	tcp	880	
179.189.95.160	tcp	37540	
179.189.95.160	tcp	48060	
179.189.95.160	tcp	49152	
179.189.95.160	tcp	55391	
179.189.95.160	tcp	554	rtsp
179.189.95.160	tcp	80	http
179.189.95.160	tcp	8000	
179.189.95.162	tcp	36285	
179.189.95.162	tcp	37777	
179.189.95.162	tcp	49152	
179.189.95.162	tcp	554	rtsp
179.189.95.162	tcp	80	http
179.189.95.162	tcp	8090	
179.189.95.162	tcp	8686	
179.189.95.164	tcp	80	http
179.189.95.164	tcp	8090	
179.189.95.166	tcp	30313	
179.189.95.166	tcp	51651	
179.189.95.166	tcp	554	rtsp
179.189.95.166	tcp	80	http
179.189.95.166	tcp	8090	
179.189.95.166	tcp	9010	
179.189.95.166	tcp	9020	
179.189.95.167	tcp	48571	
179.189.95.167	tcp	50359	
179.189.95.167	tcp	80	http
179.189.95.167	tcp	8000	
179.189.95.167	tcp	8080	http-alt
179.189.95.167	tcp	9020	
179.189.95.168	tcp	37777	
179.189.95.168	tcp	49152	
179.189.95.168	tcp	50304	
179.189.95.168	tcp	554	rtsp
179.189.95.168	tcp	80	http
179.189.95.168	tcp	8686	
179.189.95.169	tcp	443	https
179.189.95.169	tcp	80	http
179.189.95.17	tcp	2000	cisco-sccp
179.189.95.17	tcp	2210	
179.189.95.17	tcp	2211	
179.189.95.17	tcp	8081	tproxy
179.189.95.17	tcp	8291	
179.189.95.170	tcp	23	telnet
179.189.95.170	tcp	34599	
179.189.95.170	tcp	34600	
179.189.95.170	tcp	8000	
179.189.95.170	tcp	8080	http-alt
179.189.95.170	tcp	9440	
179.189.95.170	tcp	9527	
179.189.95.170	tcp	9528	
179.189.95.170	tcp	9653	
179.189.95.171	tcp	80	http
179.189.95.172	tcp	30960	
179.189.95.172	tcp	45745	
179.189.95.172	tcp	49152	
179.189.95.172	tcp	53000	
179.189.95.172	tcp	554	rtsp
179.189.95.172	tcp	57903	
179.189.95.172	tcp	80	http
179.189.95.172	tcp	8000	
179.189.95.173	tcp	80	http
179.189.95.175	tcp	1521	
179.189.95.175	tcp	3389	
179.189.95.176	tcp	80	http
179.189.95.177	tcp	22	ssh
179.189.95.177	tcp	443	https
179.189.95.177	tcp	53	domain
179.189.95.177	tcp	56178	
179.189.95.177	tcp	80	http
179.189.95.178	tcp	1024	
179.189.95.178	tcp	30960	
179.189.95.178	tcp	38332	
179.189.95.178	tcp	40179	
179.189.95.178	tcp	49152	
179.189.95.178	tcp	59105	
179.189.95.178	tcp	80	http
179.189.95.178	tcp	8000	
179.189.95.178	tcp	8891	
179.189.95.178	tcp	9020	
179.189.95.179	tcp	80	http
179.189.95.18	tcp	37777	
179.189.95.18	tcp	443	https
179.189.95.18	tcp	5000	
179.189.95.18	tcp	54263	
179.189.95.18	tcp	554	rtsp
179.189.95.18	tcp	55784	
179.189.95.18	tcp	8686	
179.189.95.180	tcp	2442	
179.189.95.180	tcp	80	http
179.189.95.182	tcp	30005	
179.189.95.182	tcp	80	http
179.189.95.184	tcp	30960	
179.189.95.184	tcp	53000	
179.189.95.184	tcp	554	rtsp
179.189.95.184	tcp	80	http
179.189.95.184	tcp	8000	
179.189.95.184	tcp	880	
179.189.95.184	tcp	9010	
179.189.95.184	tcp	9020	
179.189.95.185	tcp	2442	
179.189.95.185	tcp	80	http
179.189.95.190	tcp	30960	
179.189.95.190	tcp	34567	
179.189.95.190	tcp	34599	
179.189.95.190	tcp	53000	
179.189.95.190	tcp	7000	afs3-fileserver
179.189.95.190	tcp	80	http
179.189.95.190	tcp	880	
179.189.95.193	tcp	23000	
179.189.95.193	tcp	34599	
179.189.95.193	tcp	554	rtsp
179.189.95.193	tcp	7001	afs3-callback
179.189.95.193	tcp	8005	
179.189.95.193	tcp	9530	
179.189.95.193	tcp	9570	
179.189.95.195	tcp	80	http
179.189.95.196	tcp	4433	
179.189.95.197	tcp	11642	
179.189.95.197	tcp	29622	
179.189.95.197	tcp	2968	
179.189.95.197	tcp	3000	
179.189.95.197	tcp	3001	
179.189.95.197	tcp	31920	
179.189.95.197	tcp	32705	
179.189.95.197	tcp	36427	
179.189.95.197	tcp	51429	
179.189.95.197	tcp	53664	
179.189.95.197	tcp	554	rtsp
179.189.95.197	tcp	80	http
179.189.95.197	tcp	8000	
179.189.95.197	tcp	8090	
179.189.95.198	tcp	2000	cisco-sccp
179.189.95.198	tcp	8291	
179.189.95.199	tcp	23	telnet
179.189.95.199	tcp	443	https
179.189.95.199	tcp	6000	x11
179.189.95.199	tcp	7000	afs3-fileserver
179.189.95.199	tcp	80	http
179.189.95.20	tcp	179	bgp
179.189.95.20	tcp	2000	cisco-sccp
179.189.95.20	tcp	8081	tproxy
179.189.95.20	tcp	8291	
179.189.95.201	tcp	2000	cisco-sccp
179.189.95.201	tcp	8081	tproxy
179.189.95.201	tcp	8291	
179.189.95.202	tcp	135	epmap
179.189.95.202	tcp	139	netbios-ssn
179.189.95.202	tcp	2442	
179.189.95.202	tcp	3268	
179.189.95.202	tcp	3269	
179.189.95.202	tcp	389	ldap
179.189.95.202	tcp	445	microsoft-ds
179.189.95.202	tcp	464	kpasswd
179.189.95.202	tcp	49154	
179.189.95.202	tcp	49155	
179.189.95.202	tcp	49157	
179.189.95.202	tcp	49158	
179.189.95.202	tcp	49175	
179.189.95.202	tcp	49213	
179.189.95.202	tcp	49222	
179.189.95.202	tcp	49235	
179.189.95.202	tcp	53	domain
179.189.95.202	tcp	5504	
179.189.95.202	tcp	593	
179.189.95.202	tcp	5948	
179.189.95.202	tcp	5985	
179.189.95.202	tcp	636	ldaps
179.189.95.202	tcp	80	http
179.189.95.202	tcp	88	kerberos
179.189.95.202	tcp	9389	
179.189.95.204	tcp	80	http
179.189.95.206	tcp	7000	afs3-fileserver
179.189.95.206	tcp	7001	afs3-callback
179.189.95.206	tcp	7002	afs3-prserver
179.189.95.206	tcp	8090	
179.189.95.206	tcp	8091	
179.189.95.207	tcp	30960	
179.189.95.207	tcp	53000	
179.189.95.207	tcp	554	rtsp
179.189.95.207	tcp	80	http
179.189.95.207	tcp	8000	
179.189.95.207	tcp	880	
179.189.95.208	tcp	1237	
179.189.95.208	tcp	2000	cisco-sccp
179.189.95.208	tcp	3389	
179.189.95.208	tcp	34150	
179.189.95.208	tcp	34514	
179.189.95.208	tcp	34516	
179.189.95.208	tcp	34598	
179.189.95.208	tcp	34599	
179.189.95.208	tcp	5000	
179.189.95.208	tcp	5060	sip
179.189.95.208	tcp	5500	
179.189.95.208	tcp	554	rtsp
179.189.95.208	tcp	7000	afs3-fileserver
179.189.95.208	tcp	7890	
179.189.95.208	tcp	8001	
179.189.95.208	tcp	8081	tproxy
179.189.95.208	tcp	8291	
179.189.95.209	tcp	140	
179.189.95.209	tcp	1723	
179.189.95.209	tcp	2000	cisco-sccp
179.189.95.209	tcp	3050	gds-db
179.189.95.209	tcp	31	
179.189.95.209	tcp	3389	
179.189.95.209	tcp	34599	
179.189.95.209	tcp	53	domain
179.189.95.209	tcp	8000	
179.189.95.209	tcp	8080	http-alt
179.189.95.209	tcp	8081	tproxy
179.189.95.209	tcp	8291	
179.189.95.21	tcp	179	bgp
179.189.95.21	tcp	2000	cisco-sccp
179.189.95.21	tcp	8081	tproxy
179.189.95.21	tcp	8291	
179.189.95.210	tcp	80	http
179.189.95.211	tcp	7050	
179.189.95.211	tcp	80	http
179.189.95.211	tcp	8000	
179.189.95.211	tcp	8554	
179.189.95.212	tcp	179	bgp
179.189.95.212	tcp	2000	cisco-sccp
179.189.95.212	tcp	8081	tproxy
179.189.95.212	tcp	8291	
179.189.95.213	tcp	2000	cisco-sccp
179.189.95.213	tcp	8081	tproxy
179.189.95.213	tcp	8291	
179.189.95.214	tcp	179	bgp
179.189.95.214	tcp	2000	cisco-sccp
179.189.95.214	tcp	8081	tproxy
179.189.95.214	tcp	8291	
179.189.95.215	tcp	179	bgp
179.189.95.215	tcp	2000	cisco-sccp
179.189.95.215	tcp	8081	tproxy
179.189.95.215	tcp	8291	
179.189.95.216	tcp	2000	cisco-sccp
179.189.95.216	tcp	8081	tproxy
179.189.95.216	tcp	8291	
179.189.95.217	tcp	2000	cisco-sccp
179.189.95.217	tcp	8081	tproxy
179.189.95.217	tcp	8291	
179.189.95.218	tcp	2000	cisco-sccp
179.189.95.218	tcp	8081	tproxy
179.189.95.218	tcp	8291	
179.189.95.219	tcp	2000	cisco-sccp
179.189.95.219	tcp	8081	tproxy
179.189.95.219	tcp	8291	
179.189.95.22	tcp	179	bgp
179.189.95.22	tcp	2000	cisco-sccp
179.189.95.22	tcp	8081	tproxy
179.189.95.22	tcp	8291	
179.189.95.220	tcp	2000	cisco-sccp
179.189.95.220	tcp	8291	
179.189.95.221	tcp	2000	cisco-sccp
179.189.95.221	tcp	8081	tproxy
179.189.95.221	tcp	8291	
179.189.95.222	tcp	2000	cisco-sccp
179.189.95.222	tcp	8081	tproxy
179.189.95.222	tcp	8291	
179.189.95.223	tcp	2000	cisco-sccp
179.189.95.223	tcp	8081	tproxy
179.189.95.223	tcp	8291	
179.189.95.224	tcp	179	bgp
179.189.95.224	tcp	2000	cisco-sccp
179.189.95.224	tcp	8081	tproxy
179.189.95.224	tcp	8291	
179.189.95.225	tcp	179	bgp
179.189.95.225	tcp	2000	cisco-sccp
179.189.95.225	tcp	8081	tproxy
179.189.95.225	tcp	8291	
179.189.95.226	tcp	179	bgp
179.189.95.226	tcp	2000	cisco-sccp
179.189.95.226	tcp	8081	tproxy
179.189.95.227	tcp	179	bgp
179.189.95.227	tcp	2000	cisco-sccp
179.189.95.227	tcp	8081	tproxy
179.189.95.227	tcp	8291	
179.189.95.228	tcp	2000	cisco-sccp
179.189.95.228	tcp	8081	tproxy
179.189.95.228	tcp	8291	
179.189.95.229	tcp	2000	cisco-sccp
179.189.95.229	tcp	8081	tproxy
179.189.95.229	tcp	8291	
179.189.95.23	tcp	179	bgp
179.189.95.23	tcp	2000	cisco-sccp
179.189.95.23	tcp	8081	tproxy
179.189.95.23	tcp	8291	
179.189.95.230	tcp	8081	tproxy
179.189.95.231	tcp	2000	cisco-sccp
179.189.95.231	tcp	8081	tproxy
179.189.95.231	tcp	8291	
179.189.95.24	tcp	179	bgp
179.189.95.24	tcp	2000	cisco-sccp
179.189.95.24	tcp	8081	tproxy
179.189.95.24	tcp	8291	
179.189.95.242	tcp	22	ssh
179.189.95.242	tcp	443	https
179.189.95.242	tcp	53	domain
179.189.95.243	tcp	2000	cisco-sccp
179.189.95.243	tcp	5000	
179.189.95.243	tcp	5002	rfe
179.189.95.243	tcp	5003	
179.189.95.243	tcp	5004	
179.189.95.243	tcp	5005	
179.189.95.243	tcp	5008	
179.189.95.243	tcp	5009	
179.189.95.243	tcp	5010	
179.189.95.243	tcp	5011	
179.189.95.243	tcp	5012	
179.189.95.243	tcp	5013	
179.189.95.243	tcp	5015	
179.189.95.243	tcp	5016	
179.189.95.243	tcp	5017	
179.189.95.243	tcp	53	domain
179.189.95.243	tcp	8291	
179.189.95.245	tcp	20001	
179.189.95.245	tcp	32641	
179.189.95.245	tcp	47252	
179.189.95.245	tcp	52019	
179.189.95.245	tcp	554	rtsp
179.189.95.245	tcp	80	http
179.189.95.245	tcp	8000	
179.189.95.245	tcp	8001	
179.189.95.249	tcp	2000	cisco-sccp
179.189.95.249	tcp	2210	
179.189.95.249	tcp	2211	
179.189.95.249	tcp	8081	tproxy
179.189.95.249	tcp	8291	
179.189.95.25	tcp	179	bgp
179.189.95.25	tcp	2000	cisco-sccp
179.189.95.25	tcp	8081	tproxy
179.189.95.25	tcp	8291	
179.189.95.250	tcp	179	bgp
179.189.95.250	tcp	2000	cisco-sccp
179.189.95.250	tcp	80	http
179.189.95.250	tcp	8291	
179.189.95.26	tcp	179	bgp
179.189.95.26	tcp	2000	cisco-sccp
179.189.95.26	tcp	8081	tproxy
179.189.95.26	tcp	8291	
179.189.95.27	tcp	179	bgp
179.189.95.27	tcp	2000	cisco-sccp
179.189.95.27	tcp	8081	tproxy
179.189.95.27	tcp	8291	
179.189.95.28	tcp	179	bgp
179.189.95.28	tcp	2000	cisco-sccp
179.189.95.28	tcp	8081	tproxy
179.189.95.28	tcp	8291	
179.189.95.29	tcp	179	bgp
179.189.95.29	tcp	2000	cisco-sccp
179.189.95.29	tcp	8081	tproxy
179.189.95.29	tcp	8291	
179.189.95.30	tcp	179	bgp
179.189.95.30	tcp	2000	cisco-sccp
179.189.95.30	tcp	8081	tproxy
179.189.95.30	tcp	8291	
179.189.95.31	tcp	179	bgp
179.189.95.31	tcp	2000	cisco-sccp
179.189.95.31	tcp	8081	tproxy
179.189.95.32	tcp	179	bgp
179.189.95.32	tcp	2000	cisco-sccp
179.189.95.32	tcp	8081	tproxy
179.189.95.32	tcp	8291	
179.189.95.33	tcp	179	bgp
179.189.95.33	tcp	2000	cisco-sccp
179.189.95.33	tcp	8081	tproxy
179.189.95.33	tcp	8291	
179.189.95.34	tcp	179	bgp
179.189.95.34	tcp	2000	cisco-sccp
179.189.95.34	tcp	8081	tproxy
179.189.95.35	tcp	2000	cisco-sccp
179.189.95.35	tcp	8081	tproxy
179.189.95.35	tcp	8291	
179.189.95.36	tcp	179	bgp
179.189.95.36	tcp	2000	cisco-sccp
179.189.95.36	tcp	8081	tproxy
179.189.95.36	tcp	8291	
179.189.95.37	tcp	179	bgp
179.189.95.37	tcp	2000	cisco-sccp
179.189.95.37	tcp	8081	tproxy
179.189.95.37	tcp	8291	
179.189.95.38	tcp	179	bgp
179.189.95.38	tcp	2000	cisco-sccp
179.189.95.38	tcp	8081	tproxy
179.189.95.38	tcp	8291	
179.189.95.39	tcp	179	bgp
179.189.95.39	tcp	2000	cisco-sccp
179.189.95.39	tcp	8081	tproxy
179.189.95.39	tcp	8291	
179.189.95.4	tcp	10001	
179.189.95.4	tcp	22	ssh
179.189.95.4	tcp	443	https
179.189.95.4	tcp	554	rtsp
179.189.95.4	tcp	8000	
179.189.95.4	tcp	8001	
179.189.95.40	tcp	179	bgp
179.189.95.40	tcp	2000	cisco-sccp
179.189.95.40	tcp	8081	tproxy
179.189.95.41	tcp	179	bgp
179.189.95.41	tcp	8291	
179.189.95.42	tcp	179	bgp
179.189.95.42	tcp	2000	cisco-sccp
179.189.95.42	tcp	8081	tproxy
179.189.95.42	tcp	8291	
179.189.95.43	tcp	179	bgp
179.189.95.43	tcp	2000	cisco-sccp
179.189.95.43	tcp	8081	tproxy
179.189.95.43	tcp	8291	
179.189.95.44	tcp	179	bgp
179.189.95.44	tcp	2000	cisco-sccp
179.189.95.44	tcp	8081	tproxy
179.189.95.44	tcp	8291	
179.189.95.45	tcp	179	bgp
179.189.95.45	tcp	2000	cisco-sccp
179.189.95.45	tcp	8081	tproxy
179.189.95.45	tcp	8291	
179.189.95.46	tcp	179	bgp
179.189.95.46	tcp	2000	cisco-sccp
179.189.95.46	tcp	8081	tproxy
179.189.95.46	tcp	8291	
179.189.95.47	tcp	179	bgp
179.189.95.47	tcp	2000	cisco-sccp
179.189.95.47	tcp	8081	tproxy
179.189.95.47	tcp	8291	
179.189.95.48	tcp	179	bgp
179.189.95.48	tcp	2000	cisco-sccp
179.189.95.48	tcp	8081	tproxy
179.189.95.48	tcp	8291	
179.189.95.49	tcp	179	bgp
179.189.95.49	tcp	2000	cisco-sccp
179.189.95.49	tcp	8081	tproxy
179.189.95.5	tcp	80	http
179.189.95.5	tcp	8000	
179.189.95.5	tcp	8001	
179.189.95.5	tcp	8002	
179.189.95.50	tcp	179	bgp
179.189.95.50	tcp	2000	cisco-sccp
179.189.95.50	tcp	8081	tproxy
179.189.95.50	tcp	8291	
179.189.95.51	tcp	179	bgp
179.189.95.51	tcp	2000	cisco-sccp
179.189.95.51	tcp	8081	tproxy
179.189.95.51	tcp	8291	
179.189.95.52	tcp	179	bgp
179.189.95.52	tcp	2000	cisco-sccp
179.189.95.52	tcp	8081	tproxy
179.189.95.52	tcp	8291	
179.189.95.53	tcp	179	bgp
179.189.95.53	tcp	2000	cisco-sccp
179.189.95.53	tcp	8081	tproxy
179.189.95.53	tcp	8291	
179.189.95.54	tcp	179	bgp
179.189.95.54	tcp	2000	cisco-sccp
179.189.95.54	tcp	8081	tproxy
179.189.95.54	tcp	8291	
179.189.95.55	tcp	179	bgp
179.189.95.55	tcp	2000	cisco-sccp
179.189.95.55	tcp	8081	tproxy
179.189.95.55	tcp	8291	
179.189.95.56	tcp	2000	cisco-sccp
179.189.95.56	tcp	8291	
179.189.95.61	tcp	2000	cisco-sccp
179.189.95.61	tcp	8081	tproxy
179.189.95.61	tcp	8291	
179.189.95.62	tcp	2211	
179.189.95.62	tcp	65338	
179.189.95.62	tcp	7070	
179.189.95.62	tcp	9089	
179.189.95.62	tcp	9988	
179.189.95.64	tcp	2000	cisco-sccp
179.189.95.64	tcp	8081	tproxy
179.189.95.64	tcp	8291	
179.189.95.65	tcp	2000	cisco-sccp
179.189.95.65	tcp	8081	tproxy
179.189.95.65	tcp	8291	
179.189.95.66	tcp	2000	cisco-sccp
179.189.95.66	tcp	8081	tproxy
179.189.95.67	tcp	2000	cisco-sccp
179.189.95.67	tcp	8081	tproxy
179.189.95.67	tcp	8291	
179.189.95.68	tcp	2000	cisco-sccp
179.189.95.68	tcp	8081	tproxy
179.189.95.68	tcp	8291	
179.189.95.69	tcp	2000	cisco-sccp
179.189.95.69	tcp	8081	tproxy
179.189.95.69	tcp	8291	
179.189.95.7	tcp	554	rtsp
179.189.95.7	tcp	80	http
179.189.95.7	tcp	8000	
179.189.95.70	tcp	2000	cisco-sccp
179.189.95.70	tcp	8081	tproxy
179.189.95.70	tcp	8291	
179.189.95.71	tcp	2000	cisco-sccp
179.189.95.71	tcp	8081	tproxy
179.189.95.71	tcp	8291	
179.189.95.72	tcp	2000	cisco-sccp
179.189.95.72	tcp	8081	tproxy
179.189.95.72	tcp	8291	
179.189.95.73	tcp	2000	cisco-sccp
179.189.95.73	tcp	8081	tproxy
179.189.95.73	tcp	8291	
179.189.95.74	tcp	2000	cisco-sccp
179.189.95.74	tcp	8081	tproxy
179.189.95.74	tcp	8291	
179.189.95.75	tcp	2000	cisco-sccp
179.189.95.75	tcp	8081	tproxy
179.189.95.75	tcp	8291	
179.189.95.76	tcp	179	bgp
179.189.95.76	tcp	2000	cisco-sccp
179.189.95.76	tcp	8081	tproxy
179.189.95.76	tcp	8291	
179.189.95.77	tcp	179	bgp
179.189.95.77	tcp	2000	cisco-sccp
179.189.95.77	tcp	8081	tproxy
179.189.95.77	tcp	8291	
179.189.95.78	tcp	179	bgp
179.189.95.78	tcp	2000	cisco-sccp
179.189.95.78	tcp	8081	tproxy
179.189.95.78	tcp	8291	
179.189.95.79	tcp	179	bgp
179.189.95.79	tcp	2000	cisco-sccp
179.189.95.79	tcp	8081	tproxy
179.189.95.79	tcp	8291	
179.189.95.80	tcp	2000	cisco-sccp
179.189.95.80	tcp	8081	tproxy
179.189.95.80	tcp	8291	
179.189.95.81	tcp	179	bgp
179.189.95.81	tcp	2000	cisco-sccp
179.189.95.81	tcp	8081	tproxy
179.189.95.81	tcp	8291	
179.189.95.82	tcp	179	bgp
179.189.95.82	tcp	2000	cisco-sccp
179.189.95.82	tcp	8081	tproxy
179.189.95.82	tcp	8291	
179.189.95.83	tcp	179	bgp
179.189.95.83	tcp	2000	cisco-sccp
179.189.95.83	tcp	8081	tproxy
179.189.95.83	tcp	8291	
179.189.95.84	tcp	179	bgp
179.189.95.84	tcp	2000	cisco-sccp
179.189.95.84	tcp	8081	tproxy
179.189.95.84	tcp	8291	
179.189.95.85	tcp	179	bgp
179.189.95.85	tcp	2000	cisco-sccp
179.189.95.85	tcp	8081	tproxy
179.189.95.85	tcp	8291	
179.189.95.86	tcp	179	bgp
179.189.95.86	tcp	2000	cisco-sccp
179.189.95.86	tcp	8081	tproxy
179.189.95.86	tcp	8291	
179.189.95.87	tcp	179	bgp
179.189.95.87	tcp	2000	cisco-sccp
179.189.95.87	tcp	8081	tproxy
179.189.95.87	tcp	8291	
179.189.95.88	tcp	179	bgp
179.189.95.88	tcp	2000	cisco-sccp
179.189.95.88	tcp	8081	tproxy
179.189.95.89	tcp	2000	cisco-sccp
179.189.95.89	tcp	8081	tproxy
179.189.95.89	tcp	8291	
179.189.95.9	tcp	37568	
179.189.95.9	tcp	53951	
179.189.95.9	tcp	80	http
179.189.95.90	tcp	179	bgp
179.189.95.90	tcp	2000	cisco-sccp
179.189.95.90	tcp	8081	tproxy
179.189.95.90	tcp	8291	
179.189.95.91	tcp	179	bgp
179.189.95.91	tcp	2000	cisco-sccp
179.189.95.91	tcp	8081	tproxy
179.189.95.91	tcp	8291	
